NAME	TITLE	SCORE	
CD34	CD34 molecule [Source:HGNC Symbol;Acc:HGNC:1662]	0.7052136	
SH2D1B	SH2 domain containing 1B [Source:HGNC Symbol;Acc:HGNC:30416]	0.704514	
FAM133A	family with sequence similarity 133 member A [Source:HGNC Symbol;Acc:HGNC:26748]	0.703331	
FILIP1	filamin A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:21015]	0.70331496	
CD70	CD70 molecule [Source:HGNC Symbol;Acc:HGNC:11937]	0.70298433	
PRSS16	serine protease 16 [Source:HGNC Symbol;Acc:HGNC:9480]	0.7025836	
RAB6C	RAB6C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16525]	0.7022294	
ERI1	exoribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:23994]	0.7021593	
POC1B	POC1 centriolar protein B [Source:HGNC Symbol;Acc:HGNC:30836]	0.70140845	
EPOR	erythropoietin receptor [Source:HGNC Symbol;Acc:HGNC:3416]	0.7010855	
PSPH	phosphoserine phosphatase [Source:HGNC Symbol;Acc:HGNC:9577]	0.70054567	
FNDC1	fibronectin type III domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21184]	0.7001951	
CASZ1	castor zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:26002]	0.69981134	
WDR53	WD repeat domain 53 [Source:HGNC Symbol;Acc:HGNC:28786]	0.6996824	
TAF6	TATA-box binding protein associated factor 6 [Source:HGNC Symbol;Acc:HGNC:11540]	0.69955885	
FMNL1	formin like 1 [Source:HGNC Symbol;Acc:HGNC:1212]	0.6995093	
PCLO	piccolo presynaptic cytomatrix protein [Source:HGNC Symbol;Acc:HGNC:13406]	0.69923776	
TRIM4	tripartite motif containing 4 [Source:HGNC Symbol;Acc:HGNC:16275]	0.6990966	
C7orf57	chromosome 7 open reading frame 57 [Source:HGNC Symbol;Acc:HGNC:22247]	0.6981818	
GCHFR	GTP cyclohydrolase I feedback regulator [Source:HGNC Symbol;Acc:HGNC:4194]	0.69810504	
ZNF487	zinc finger protein 487 [Source:HGNC Symbol;Acc:HGNC:23488]	0.69771165	
GSDMD	gasdermin D [Source:HGNC Symbol;Acc:HGNC:25697]	0.6975994	
SLC22A18	solute carrier family 22 member 18 [Source:HGNC Symbol;Acc:HGNC:10964]	0.6974494	
SLC2A14	solute carrier family 2 member 14 [Source:HGNC Symbol;Acc:HGNC:18301]	0.6967186	
KCNG3	potassium voltage-gated channel modifier subfamily G member 3 [Source:HGNC Symbol;Acc:HGNC:18306]	0.69661564	
PECR	peroxisomal trans-2-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:18281]	0.69635296	
GPR3	G protein-coupled receptor 3 [Source:HGNC Symbol;Acc:HGNC:4484]	0.6963524	
EGR4	early growth response 4 [Source:HGNC Symbol;Acc:HGNC:3241]	0.6962967	
CLIC3	chloride intracellular channel 3 [Source:HGNC Symbol;Acc:HGNC:2064]	0.695441	
NBPF9	NBPF member 9 [Source:HGNC Symbol;Acc:HGNC:31991]	0.6953767	
TSTD1	thiosulfate sulfurtransferase like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:35410]	0.6953601	
CD2AP	CD2 associated protein [Source:HGNC Symbol;Acc:HGNC:14258]	0.695124	
TFB1M	transcription factor B1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17037]	0.6944157	
PRDX6	peroxiredoxin 6 [Source:HGNC Symbol;Acc:HGNC:16753]	0.69435334	
CEP19	centrosomal protein 19 [Source:HGNC Symbol;Acc:HGNC:28209]	0.6941933	
SYPL1	synaptophysin like 1 [Source:HGNC Symbol;Acc:HGNC:11507]	0.69335526	
GADD45A	growth arrest and DNA damage inducible alpha [Source:HGNC Symbol;Acc:HGNC:4095]	0.6928028	
NRAP	nebulin related anchoring protein [Source:HGNC Symbol;Acc:HGNC:7988]	0.6924508	
RASL12	RAS like family 12 [Source:HGNC Symbol;Acc:HGNC:30289]	0.6913925	
PCSK1	proprotein convertase subtilisin/kexin type 1 [Source:HGNC Symbol;Acc:HGNC:8743]	0.69079345	
IL22RA1	interleukin 22 receptor subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:13700]	0.6906313	
CAPRIN2	caprin family member 2 [Source:HGNC Symbol;Acc:HGNC:21259]	0.68998855	
LYPLAL1	lysophospholipase like 1 [Source:HGNC Symbol;Acc:HGNC:20440]	0.6898791	
RUNDC3B	RUN domain containing 3B [Source:HGNC Symbol;Acc:HGNC:30286]	0.6898594	
CRACR2B	calcium release activated channel regulator 2B [Source:HGNC Symbol;Acc:HGNC:28703]	0.6897235	
PTPRU	protein tyrosine phosphatase receptor type U [Source:HGNC Symbol;Acc:HGNC:9683]	0.68966234	
C1orf167	chromosome 1 open reading frame 167 [Source:HGNC Symbol;Acc:HGNC:25262]	0.6885693	
LTBP3	latent transforming growth factor beta binding protein 3 [Source:HGNC Symbol;Acc:HGNC:6716]	0.68811065	
COL8A2	collagen type VIII alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2216]	0.68740344	
GLS2	glutaminase 2 [Source:HGNC Symbol;Acc:HGNC:29570]	0.687395	
HMGCLL1	3-hydroxy-3-methylglutaryl-CoA lyase like 1 [Source:HGNC Symbol;Acc:HGNC:21359]	0.68720937	
LARGE2	LARGE xylosyl- and glucuronyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16522]	0.68716407	
GZMM	granzyme M [Source:HGNC Symbol;Acc:HGNC:4712]	0.6871549	
CPLANE2	ciliogenesis and planar polarity effector complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28127]	0.6867842	
CFAP53	cilia and flagella associated protein 53 [Source:HGNC Symbol;Acc:HGNC:26530]	0.6863613	
INCA1	inhibitor of CDK, cyclin A1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:32224]	0.68509406	
C4orf54	chromosome 4 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:27741]	0.68499523	
DLD	dihydrolipoamide dehydrogenase [Source:HGNC Symbol;Acc:HGNC:2898]	0.6846455	
MUC1	mucin 1, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7508]	0.6845579	
SLC37A1	solute carrier family 37 member 1 [Source:HGNC Symbol;Acc:HGNC:11024]	0.68451047	
TSPAN1	tetraspanin 1 [Source:HGNC Symbol;Acc:HGNC:20657]	0.68423873	
AQP7	aquaporin 7 [Source:HGNC Symbol;Acc:HGNC:640]	0.68384385	
COL4A5	collagen type IV alpha 5 chain [Source:HGNC Symbol;Acc:HGNC:2207]	0.6835143	
OPLAH	5-oxoprolinase, ATP-hydrolysing [Source:HGNC Symbol;Acc:HGNC:8149]	0.6824582	
C6orf15	chromosome 6 open reading frame 15 [Source:HGNC Symbol;Acc:HGNC:13927]	0.68236697	
LDB3	LIM domain binding 3 [Source:HGNC Symbol;Acc:HGNC:15710]	0.6821614	
ADRB1	adrenoceptor beta 1 [Source:HGNC Symbol;Acc:HGNC:285]	0.6805304	
ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide [Source:HGNC Symbol;Acc:HGNC:252]	0.68039006	
VWA7	von Willebrand factor A domain containing 7 [Source:HGNC Symbol;Acc:HGNC:13939]	0.68006057	
H6PD	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4795]	0.67974985	
IRX3	iroquois homeobox 3 [Source:HGNC Symbol;Acc:HGNC:14360]	0.6795875	
CXCR4	C-X-C motif chemokine receptor 4 [Source:HGNC Symbol;Acc:HGNC:2561]	0.67958504	
AMDHD1	amidohydrolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28577]	0.67906	
SLC27A3	solute carrier family 27 member 3 [Source:HGNC Symbol;Acc:HGNC:10997]	0.678769	
SLC2A12	solute carrier family 2 member 12 [Source:HGNC Symbol;Acc:HGNC:18067]	0.6785378	
SIAH3	siah E3 ubiquitin protein ligase family member 3 [Source:HGNC Symbol;Acc:HGNC:30553]	0.6785318	
LYNX1	Ly6/neurotoxin 1 [Source:HGNC Symbol;Acc:HGNC:29604]	0.67721456	
CLDN20	claudin 20 [Source:HGNC Symbol;Acc:HGNC:2042]	0.6768908	
DMD	dystrophin [Source:HGNC Symbol;Acc:HGNC:2928]	0.6767236	
UMAD1	UBAP1-MVB12-associated (UMA) domain containing 1 [Source:HGNC Symbol;Acc:HGNC:48955]	0.6765171	
METTL27	methyltransferase like 27 [Source:HGNC Symbol;Acc:HGNC:19068]	0.6764659	
PLAG1	PLAG1 zinc finger [Source:HGNC Symbol;Acc:HGNC:9045]	0.67631775	
MTCL3	MTCL family member 3 [Source:HGNC Symbol;Acc:HGNC:21494]	0.676293	
FSCN3	fascin actin-bundling protein 3 [Source:HGNC Symbol;Acc:HGNC:3961]	0.6759269	
ABCC6	ATP binding cassette subfamily C member 6 [Source:HGNC Symbol;Acc:HGNC:57]	0.6750798	
CROT	carnitine O-octanoyltransferase [Source:HGNC Symbol;Acc:HGNC:2366]	0.6748361	
EMP1	epithelial membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:3333]	0.6745936	
DDN	dendrin [Source:HGNC Symbol;Acc:HGNC:24458]	0.6734813	
EZR	ezrin [Source:HGNC Symbol;Acc:HGNC:12691]	0.6726871	
NOD1	nucleotide binding oligomerization domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16390]	0.67240566	
KLF8	KLF transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:6351]	0.67203414	
GHR	growth hormone receptor [Source:HGNC Symbol;Acc:HGNC:4263]	0.67175895	
SLC25A40	solute carrier family 25 member 40 [Source:HGNC Symbol;Acc:HGNC:29680]	0.67070425	
DNAH8	dynein axonemal heavy chain 8 [Source:HGNC Symbol;Acc:HGNC:2952]	0.6701293	
HP	haptoglobin [Source:HGNC Symbol;Acc:HGNC:5141]	0.6686514	
PATJ	PATJ crumbs cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:28881]	0.66738445	
MRPS30	mitochondrial ribosomal protein S30 [Source:HGNC Symbol;Acc:HGNC:8769]	0.6668117	
JUNB	JunB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6205]	0.6660242	
SUSD6	sushi domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19956]	0.66488224	
SSPN	sarcospan [Source:HGNC Symbol;Acc:HGNC:11322]	0.6642257	
IQCA1	IQ motif containing with AAA domain 1 [Source:HGNC Symbol;Acc:HGNC:26195]	0.6637883	
FRMD8	FERM domain containing 8 [Source:HGNC Symbol;Acc:HGNC:25462]	0.66365904	
LEF1	lymphoid enhancer binding factor 1 [Source:HGNC Symbol;Acc:HGNC:6551]	0.66324335	
APOBEC3F	apolipoprotein B mRNA editing enzyme catalytic subunit 3F [Source:HGNC Symbol;Acc:HGNC:17356]	0.6626502	
GOLT1A	golgi transport 1A [Source:HGNC Symbol;Acc:HGNC:24766]	0.66237545	
HOXA10	homeobox A10 [Source:HGNC Symbol;Acc:HGNC:5100]	0.66181886	
KLHL4	kelch like family member 4 [Source:HGNC Symbol;Acc:HGNC:6355]	0.6617811	
CCDC88B	coiled-coil domain containing 88B [Source:HGNC Symbol;Acc:HGNC:26757]	0.66149795	
BEX5	brain expressed X-linked 5 [Source:HGNC Symbol;Acc:HGNC:27990]	0.6609642	
ANKRD7	ankyrin repeat domain 7 [Source:HGNC Symbol;Acc:HGNC:18588]	0.6608342	
VNN1	vanin 1 [Source:HGNC Symbol;Acc:HGNC:12705]	0.66069096	
CENPVL3	centromere protein V like 3 [Source:HGNC Symbol;Acc:HGNC:43880]	0.6588833	
CYP2J2	cytochrome P450 family 2 subfamily J member 2 [Source:HGNC Symbol;Acc:HGNC:2634]	0.657466	
WASHC3	WASH complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:24256]	0.6572955	
NEK11	NIMA related kinase 11 [Source:HGNC Symbol;Acc:HGNC:18593]	0.6568037	
MCF2	MCF.2 cell line derived transforming sequence [Source:HGNC Symbol;Acc:HGNC:6940]	0.6564458	
PTGER1	prostaglandin E receptor 1 [Source:HGNC Symbol;Acc:HGNC:9593]	0.65518486	
HSF2BP	heat shock transcription factor 2 binding protein [Source:HGNC Symbol;Acc:HGNC:5226]	0.6537907	
SYTL2	synaptotagmin like 2 [Source:HGNC Symbol;Acc:HGNC:15585]	0.65255135	
ITGB7	integrin subunit beta 7 [Source:HGNC Symbol;Acc:HGNC:6162]	0.6521893	
SLC45A1	solute carrier family 45 member 1 [Source:HGNC Symbol;Acc:HGNC:17939]	0.65186834	
TMEM270	transmembrane protein 270 [Source:HGNC Symbol;Acc:HGNC:23018]	0.6514256	
DNAJC12	DnaJ heat shock protein family (Hsp40) member C12 [Source:HGNC Symbol;Acc:HGNC:28908]	0.65073013	
PYDC5	pyrin domain containing 5 [Source:HGNC Symbol;Acc:HGNC:53781]	0.6495706	
MDM1	Mdm1 nuclear protein [Source:HGNC Symbol;Acc:HGNC:29917]	0.6492737	
SEC14L2	SEC14 like lipid binding 2 [Source:HGNC Symbol;Acc:HGNC:10699]	0.64810455	
GCK	glucokinase [Source:HGNC Symbol;Acc:HGNC:4195]	0.6480471	
ITGAM	integrin subunit alpha M [Source:HGNC Symbol;Acc:HGNC:6149]	0.6479448	
ARHGAP28	Rho GTPase activating protein 28 [Source:HGNC Symbol;Acc:HGNC:25509]	0.6473558	
ZNG1C	Zn regulated GTPase metalloprotein activator 1C [Source:HGNC Symbol;Acc:HGNC:18519]	0.6469888	
CAMK1	calcium/calmodulin dependent protein kinase I [Source:HGNC Symbol;Acc:HGNC:1459]	0.6466052	
CDS1	CDP-diacylglycerol synthase 1 [Source:HGNC Symbol;Acc:HGNC:1800]	0.6448143	
DRC12	dynein regulatory complex subunit 12 homolog [Source:HGNC Symbol;Acc:HGNC:27446]	0.6441284	
BTN3A2	butyrophilin subfamily 3 member A2 [Source:HGNC Symbol;Acc:HGNC:1139]	0.6431912	
MIX23	mitochondrial matrix import factor 23 [Source:HGNC Symbol;Acc:HGNC:31136]	0.64302474	
NPIPB2	nuclear pore complex interacting protein family member B2 [Source:HGNC Symbol;Acc:HGNC:37451]	0.6427435	
NAPEPLD	N-acyl phosphatidylethanolamine phospholipase D [Source:HGNC Symbol;Acc:HGNC:21683]	0.6426592	
YBX3	Y-box binding protein 3 [Source:HGNC Symbol;Acc:HGNC:2428]	0.6421614	
MAP7	microtubule associated protein 7 [Source:HGNC Symbol;Acc:HGNC:6869]	0.6420098	
SLC46A3	solute carrier family 46 member 3 [Source:HGNC Symbol;Acc:HGNC:27501]	0.64185655	
SLC24A1	solute carrier family 24 member 1 [Source:HGNC Symbol;Acc:HGNC:10975]	0.6418231	
LRRC43	leucine rich repeat containing 43 [Source:HGNC Symbol;Acc:HGNC:28562]	0.6416827	
CD63	CD63 molecule [Source:HGNC Symbol;Acc:HGNC:1692]	0.64167154	
CAPS2	calcyphosine 2 [Source:HGNC Symbol;Acc:HGNC:16471]	0.6414742	
ZNF655	zinc finger protein 655 [Source:HGNC Symbol;Acc:HGNC:30899]	0.64084554	
TMEM184A	transmembrane protein 184A [Source:HGNC Symbol;Acc:HGNC:28797]	0.6408203	
SPOCK2	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:13564]	0.640568	
SLC26A9	solute carrier family 26 member 9 [Source:HGNC Symbol;Acc:HGNC:14469]	0.6405436	
ODR4	odr-4 GPCR localization factor homolog [Source:HGNC Symbol;Acc:HGNC:24299]	0.6401326	
SLCO2A1	solute carrier organic anion transporter family member 2A1 [Source:HGNC Symbol;Acc:HGNC:10955]	0.63991	
SSC4D	scavenger receptor cysteine rich family member with 4 domains [Source:HGNC Symbol;Acc:HGNC:14461]	0.6396839	
SCX	scleraxis bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:32322]	0.6391835	
CAPN12	calpain 12 [Source:HGNC Symbol;Acc:HGNC:13249]	0.63912034	
CCDC187	coiled-coil domain containing 187 [Source:HGNC Symbol;Acc:HGNC:30942]	0.639054	
TSPAN19	tetraspanin 19 [Source:HGNC Symbol;Acc:HGNC:31886]	0.638814	
ATG9B	autophagy related 9B [Source:HGNC Symbol;Acc:HGNC:21899]	0.6385987	
FAHD2A	fumarylacetoacetate hydrolase domain containing 2A [Source:HGNC Symbol;Acc:HGNC:24252]	0.638435	
MTA3	metastasis associated 1 family member 3 [Source:HGNC Symbol;Acc:HGNC:23784]	0.63834876	
TEC	tec protein tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11719]	0.63830596	
FGGY	FGGY carbohydrate kinase domain containing [Source:HGNC Symbol;Acc:HGNC:25610]	0.6382997	
SFN	stratifin [Source:HGNC Symbol;Acc:HGNC:10773]	0.63778603	
ACKR2	atypical chemokine receptor 2 [Source:HGNC Symbol;Acc:HGNC:1565]	0.6375849	
HLA-F	major histocompatibility complex, class I, F [Source:HGNC Symbol;Acc:HGNC:4963]	0.6375556	
DMGDH	dimethylglycine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24475]	0.6364017	
PPM1J	protein phosphatase, Mg2+/Mn2+ dependent 1J [Source:HGNC Symbol;Acc:HGNC:20785]	0.6359616	
SLC9A4	solute carrier family 9 member A4 [Source:HGNC Symbol;Acc:HGNC:11077]	0.6358944	
AGBL5	AGBL carboxypeptidase 5 [Source:HGNC Symbol;Acc:HGNC:26147]	0.6358604	
PARP10	poly(ADP-ribose) polymerase family member 10 [Source:HGNC Symbol;Acc:HGNC:25895]	0.63456535	
CFAP92	cilia and flagella associated protein 92 (putative) [Source:HGNC Symbol;Acc:HGNC:29231]	0.63417023	
KCNH3	potassium voltage-gated channel subfamily H member 3 [Source:HGNC Symbol;Acc:HGNC:6252]	0.63414264	
TRMT11	tRNA methyltransferase 11 homolog [Source:HGNC Symbol;Acc:HGNC:21080]	0.6331488	
TSPAN9	tetraspanin 9 [Source:HGNC Symbol;Acc:HGNC:21640]	0.6330969	
UBXN10	UBX domain protein 10 [Source:HGNC Symbol;Acc:HGNC:26354]	0.63248426	
KIAA2012	KIAA2012 [Source:HGNC Symbol;Acc:HGNC:51250]	0.6324495	
INAFM1	InaF motif containing 1 [Source:HGNC Symbol;Acc:HGNC:27406]	0.632097	
PRIMPOL	primase and DNA directed polymerase [Source:HGNC Symbol;Acc:HGNC:26575]	0.63170975	
KBTBD3	kelch repeat and BTB domain containing 3 [Source:HGNC Symbol;Acc:HGNC:22934]	0.6315814	
SMCO2	single-pass membrane protein with coiled-coil domains 2 [Source:HGNC Symbol;Acc:HGNC:34448]	0.6313863	
MMUT	methylmalonyl-CoA mutase [Source:HGNC Symbol;Acc:HGNC:7526]	0.6313213	
FAM72D	family with sequence similarity 72 member D [Source:HGNC Symbol;Acc:HGNC:33593]	0.6308854	
TBX15	T-box transcription factor 15 [Source:HGNC Symbol;Acc:HGNC:11594]	0.6308285	
PLEKHG6	pleckstrin homology and RhoGEF domain containing G6 [Source:HGNC Symbol;Acc:HGNC:25562]	0.6286412	
NAMPT	nicotinamide phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:30092]	0.62836874	
DNAH2	dynein axonemal heavy chain 2 [Source:HGNC Symbol;Acc:HGNC:2948]	0.6280743	
LRCOL1	leucine rich colipase like 1 [Source:HGNC Symbol;Acc:HGNC:44160]	0.62760663	
MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:6863]	0.62752265	
CLIC2	chloride intracellular channel 2 [Source:HGNC Symbol;Acc:HGNC:2063]	0.6273965	
TRIP6	thyroid hormone receptor interactor 6 [Source:HGNC Symbol;Acc:HGNC:12311]	0.62732685	
PODNL1	podocan like 1 [Source:HGNC Symbol;Acc:HGNC:26275]	0.62696785	
NPL	N-acetylneuraminate pyruvate lyase [Source:HGNC Symbol;Acc:HGNC:16781]	0.6266534	
CCNO	cyclin O [Source:HGNC Symbol;Acc:HGNC:18576]	0.6265655	
ARHGEF37	Rho guanine nucleotide exchange factor 37 [Source:HGNC Symbol;Acc:HGNC:34430]	0.626546	
PMPCB	peptidase, mitochondrial processing subunit beta [Source:HGNC Symbol;Acc:HGNC:9119]	0.62619746	
TMEM40	transmembrane protein 40 [Source:HGNC Symbol;Acc:HGNC:25620]	0.6258707	
NUGGC	nuclear GTPase, germinal center associated [Source:HGNC Symbol;Acc:HGNC:33550]	0.6256889	
PEX3	peroxisomal biogenesis factor 3 [Source:HGNC Symbol;Acc:HGNC:8858]	0.6255661	
MPP7	MAGUK p55 scaffold protein 7 [Source:HGNC Symbol;Acc:HGNC:26542]	0.6252507	
SLC39A10	solute carrier family 39 member 10 [Source:HGNC Symbol;Acc:HGNC:20861]	0.62519866	
LHB	luteinizing hormone subunit beta [Source:HGNC Symbol;Acc:HGNC:6584]	0.62512636	
CCNI2	cyclin I family member 2 [Source:HGNC Symbol;Acc:HGNC:33869]	0.6250046	
IFNLR1	interferon lambda receptor 1 [Source:HGNC Symbol;Acc:HGNC:18584]	0.62500054	
SAXO3	stabilizer of axonemal microtubules 3 [Source:HGNC Symbol;Acc:HGNC:56771]	0.6249732	
GPR146	G protein-coupled receptor 146 [Source:HGNC Symbol;Acc:HGNC:21718]	0.6248288	
NBPF15	NBPF member 15 [Source:HGNC Symbol;Acc:HGNC:28791]	0.6246918	
TKFC	triokinase and FMN cyclase [Source:HGNC Symbol;Acc:HGNC:24552]	0.6246724	
TMEM254	transmembrane protein 254 [Source:HGNC Symbol;Acc:HGNC:25804]	0.6245416	
SLC44A3	solute carrier family 44 member 3 [Source:HGNC Symbol;Acc:HGNC:28689]	0.6242625	
LIPG	lipase G, endothelial type [Source:HGNC Symbol;Acc:HGNC:6623]	0.6239634	
POU2AF1	POU class 2 homeobox associating factor 1 [Source:HGNC Symbol;Acc:HGNC:9211]	0.6239504	
SLC4A11	solute carrier family 4 member 11 [Source:HGNC Symbol;Acc:HGNC:16438]	0.6237926	
CEP70	centrosomal protein 70 [Source:HGNC Symbol;Acc:HGNC:29972]	0.62233746	
PXYLP1	2-phosphoxylose phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:26303]	0.62200266	
MDH1B	malate dehydrogenase 1B [Source:HGNC Symbol;Acc:HGNC:17836]	0.6213196	
DKK1	dickkopf WNT signaling pathway inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:2891]	0.6212304	
RGS17	regulator of G protein signaling 17 [Source:HGNC Symbol;Acc:HGNC:14088]	0.62101793	
CCDC33	coiled-coil domain containing 33 [Source:HGNC Symbol;Acc:HGNC:26552]	0.6209649	
PNPLA8	patatin like phospholipase domain containing 8 [Source:HGNC Symbol;Acc:HGNC:28900]	0.620839	
ATL2	atlastin GTPase 2 [Source:HGNC Symbol;Acc:HGNC:24047]	0.62027013	
FNDC8	fibronectin type III domain containing 8 [Source:HGNC Symbol;Acc:HGNC:25286]	0.6199772	
PLXDC2	plexin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21013]	0.6199096	
ZNF214	zinc finger protein 214 [Source:HGNC Symbol;Acc:HGNC:13006]	0.6197393	
SPINT2	serine peptidase inhibitor, Kunitz type 2 [Source:HGNC Symbol;Acc:HGNC:11247]	0.6196716	
IQANK1	IQ motif and ankyrin repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:49576]	0.6194775	
CFAP43	cilia and flagella associated protein 43 [Source:HGNC Symbol;Acc:HGNC:26684]	0.6194017	
PLS1	plastin 1 [Source:HGNC Symbol;Acc:HGNC:9090]	0.61917925	
CTF1	cardiotrophin 1 [Source:HGNC Symbol;Acc:HGNC:2499]	0.6187693	
MYO15A	myosin XVA [Source:HGNC Symbol;Acc:HGNC:7594]	0.61804235	
RIPOR3	RIPOR family member 3 [Source:HGNC Symbol;Acc:HGNC:16168]	0.61743355	
GREB1L	GREB1 like retinoic acid receptor coactivator [Source:HGNC Symbol;Acc:HGNC:31042]	0.61735845	
TNFRSF11B	TNF receptor superfamily member 11b [Source:HGNC Symbol;Acc:HGNC:11909]	0.6169968	
EML3	EMAP like 3 [Source:HGNC Symbol;Acc:HGNC:26666]	0.6168448	
AKIP1	A-kinase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:1170]	0.61625886	
MPZL3	myelin protein zero like 3 [Source:HGNC Symbol;Acc:HGNC:27279]	0.61620784	
C15orf39	chromosome 15 open reading frame 39 [Source:HGNC Symbol;Acc:HGNC:24497]	0.61580545	
CNPY4	canopy FGF signaling regulator 4 [Source:HGNC Symbol;Acc:HGNC:28631]	0.6153825	
AK2	adenylate kinase 2 [Source:HGNC Symbol;Acc:HGNC:362]	0.6153569	
TPD52L1	TPD52 like 1 [Source:HGNC Symbol;Acc:HGNC:12006]	0.61500245	
CA2	carbonic anhydrase 2 [Source:HGNC Symbol;Acc:HGNC:1373]	0.61489576	
GJD3	gap junction protein delta 3 [Source:HGNC Symbol;Acc:HGNC:19147]	0.61466646	
MARCHF1	membrane associated ring-CH-type finger 1 [Source:HGNC Symbol;Acc:HGNC:26077]	0.61460525	
GPR183	G protein-coupled receptor 183 [Source:HGNC Symbol;Acc:HGNC:3128]	0.6145635	
FBXO24	F-box protein 24 [Source:HGNC Symbol;Acc:HGNC:13595]	0.614424	
PLSCR1	phospholipid scramblase 1 [Source:HGNC Symbol;Acc:HGNC:9092]	0.6136736	
RABL3	RAB, member of RAS oncogene family like 3 [Source:HGNC Symbol;Acc:HGNC:18072]	0.61349434	
ESPNL	espin like [Source:HGNC Symbol;Acc:HGNC:27937]	0.61303425	
DQX1	DEAQ-box RNA dependent ATPase 1 [Source:HGNC Symbol;Acc:HGNC:20410]	0.61287534	
CHCHD3	coiled-coil-helix-coiled-coil-helix domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21906]	0.6128277	
FBXL13	F-box and leucine rich repeat protein 13 [Source:HGNC Symbol;Acc:HGNC:21658]	0.612248	
B4GALT4	beta-1,4-galactosyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:927]	0.6119631	
GSTM1	glutathione S-transferase mu 1 [Source:HGNC Symbol;Acc:HGNC:4632]	0.6119493	
CCDC194	coiled-coil domain containing 194 [Source:HGNC Symbol;Acc:HGNC:53438]	0.6111586	
PLB1	phospholipase B1 [Source:HGNC Symbol;Acc:HGNC:30041]	0.6108754	
PPCS	phosphopantothenoylcysteine synthetase [Source:HGNC Symbol;Acc:HGNC:25686]	0.610348	
IRF5	interferon regulatory factor 5 [Source:HGNC Symbol;Acc:HGNC:6120]	0.6101488	
TMT1B	thiol methyltransferase 1B [Source:HGNC Symbol;Acc:HGNC:28276]	0.60935503	
RGS9	regulator of G protein signaling 9 [Source:HGNC Symbol;Acc:HGNC:10004]	0.60917544	
ACSM3	acyl-CoA synthetase medium chain family member 3 [Source:HGNC Symbol;Acc:HGNC:10522]	0.608766	
ARHGAP36	Rho GTPase activating protein 36 [Source:HGNC Symbol;Acc:HGNC:26388]	0.6085764	
CTSO	cathepsin O [Source:HGNC Symbol;Acc:HGNC:2542]	0.60809606	
UFL1	UFM1 specific ligase 1 [Source:HGNC Symbol;Acc:HGNC:23039]	0.6071671	
MB	myoglobin [Source:HGNC Symbol;Acc:HGNC:6915]	0.6071515	
ADA2	adenosine deaminase 2 [Source:HGNC Symbol;Acc:HGNC:1839]	0.60651445	
DHX58	DExH-box helicase 58 [Source:HGNC Symbol;Acc:HGNC:29517]	0.6063747	
RAD51AP2	RAD51 associated protein 2 [Source:HGNC Symbol;Acc:HGNC:34417]	0.60600007	
ZMYND15	zinc finger MYND-type containing 15 [Source:HGNC Symbol;Acc:HGNC:20997]	0.6055465	
